,"""cms_id""","""agency_name""","""addr1""","""addr2""","""city""","""state""","""zip""","""county""","""phone_number""","""website""","""ownership_types""","""data_source"""
135,"""11526""","""LAKESIDE HOSPICE INC""","""4010 MASTERS ROAD""",,"""PELL CITY""","""AL""","""35128""","""St. Clair""","""(205) 884-1111""",,"""unknown""","""{cms-hospice}"""
136,"""11527""","""AMEDISYS HOSPICE OF BIRMINGHAM""","""2204 LAKESHORE DRIVE, SUITE 160""",,"""HOMEWOOD""","""AL""","""35209""","""Jefferson""","""(205) 868-9221""",,"""unknown""","""{cms-hospice}"""
137,"""11528""","""COMPASSUS-AUBURN""","""665 OPELIKA ROAD, SUITE 200""",,"""AUBURN""","""AL""","""36830""","""Lee""","""(334) 826-1899""",,"""unknown""","""{cms-hospice}"""
138,"""11534""","""HOSPICE OF NORTHWEST ALABAMA""","""1315 US HIGHWAY 43     P O BOX 1216""",,"""WINFIELD""","""AL""","""35594""","""Marion""","""(205) 487-8140""",,"""unknown""","""{cms-hospice}"""
139,"""11538""","""HOSPICE OF CLAY COUNTY""","""83825 HIGHWAY 9  P O BOX 1270""",,"""ASHLAND""","""AL""","""36251""","""Clay""","""(205) 354-2131""",,"""unknown""","""{cms-hospice}"""
140,"""11543""","""ENCOMPASS HEALTH HOSPICE OF BIRMINGHAM""","""2400 JOHN HAWKINS PARKWAY, SUITE 104B""",,"""BIRMINGHAM""","""AL""","""35244""","""Jefferson""","""(205) 979-2619""",,"""unknown""","""{cms-hospice}"""
141,"""11546""","""COMMUNITY HOSPICE OF BALDWIN COUNTY""","""1450 N MCKENZIE STREET""",,"""FOLEY""","""AL""","""36535""","""Baldwin""","""(251) 334-9435""",,"""unknown""","""{cms-hospice}"""
142,"""11548""","""JOURNEY HOSPICE OF ALABAMA""","""4128 CROSSHAVEN DRIVE""",,"""VESTAVIA""","""AL""","""35243""","""Jefferson""","""(205) 349-3065""",,"""unknown""","""{cms-hospice}"""
143,"""11549""","""HOMESTEAD HOSPICE OF CAHABA, LLC""","""3005 CITIZENS PARKWAY""",,"""SELMA""","""AL""","""36701""","""Dallas""","""(334) 418-0566""",,"""unknown""","""{cms-hospice}"""
144,"""11558""","""ALABAMA HOSPICE CARE OF MOBILE""","""6001 AIRPORT BLVD, SUITE A""",,"""MOBILE""","""AL""","""36608""","""Mobile""","""(251) 345-1023""",,"""unknown""","""{cms-hospice}"""
145,"""11561""","""ASERACARE HOSPICE""","""482 MCQUEEN SMITH ROAD SOUTH""",,"""PRATTVILLE""","""AL""","""36066""","""Autauga""","""(334) 872-1104""",,"""unknown""","""{cms-hospice}"""
146,"""11566""","""AMEDISYS HOSPICE OF DECATUR""","""432 MOULTON ST. EAST""",,"""DECATUR""","""AL""","""35601""","""Autauga""","""(256) 350-8688""",,"""unknown""","""{cms-hospice}"""
147,"""11567""","""ASERACARE HOSPICE-MOBILE""","""1201 MONTLIMAR DRIVE, SUITE 100""",,"""MOBILE""","""AL""","""36609""","""Mobile""","""(251) 343-0989""",,"""unknown""","""{cms-hospice}"""
148,"""11576""","""COMFORT CARE HOSPICE LLC""","""547 U.S. HIGHWAY 80 WEST, SUITE 2""",,"""DEMOPOLIS""","""AL""","""36732""","""Marengo""","""(334) 289-2106""",,"""unknown""","""{cms-hospice}"""
149,"""11577""","""COVENANT HOSPICE INC - DOTHAN""","""1512 WEST MAIN STREET""",,"""DOTHAN""","""AL""","""36301""","""Houston""","""(334) 794-7847""",,"""unknown""","""{cms-hospice}"""
150,"""11579""","""COMPASSUS-GADSDEN""","""1735 HIGHWAY 77""",,"""SOUTHSIDE""","""AL""","""35907""","""Etowah""","""(256) 782-3560""",,"""unknown""","""{cms-hospice}"""
151,"""11582""","""COMFORT CARE HOSPICE OF GREENVILLE""","""23 JAMESON LANE""",,"""GREENVILLE""","""AL""","""36037""","""Butler""","""(334) 383-9688""",,"""unknown""","""{cms-hospice}"""
152,"""11583""","""COMMUNITY HOSPICE CARE""","""1526 GILMER AVENUE""",,"""TALLASSEE""","""AL""","""36078""","""Elmore""","""(334) 283-6541""",,"""unknown""","""{cms-hospice}"""
153,"""11586""","""ASERACARE HOSPICE-HAMILTON""","""1215 MILITARY STREET SOUTH - SUITE B""",,"""HAMILTON""","""AL""","""35570""","""Marion""","""(205) 921-9091""",,"""unknown""","""{cms-hospice}"""
154,"""11591""","""HOPE HOSPICE, INC""","""651 MAIN STREET, STE 159""",,"""GARDENDALE""","""AL""","""35071""","""Jefferson""","""(205) 583-4673""",,"""unknown""","""{cms-hospice}"""
155,"""11592""","""SHOALS HOSPICE, LLC""","""115 HELTON COURT""",,"""FLORENCE""","""AL""","""35630""","""Lauderdale""","""(256) 767-1322""",,"""unknown""","""{cms-hospice}"""
156,"""11597""","""COMFORT CARE HOSPICE OF ANDALUSIA""","""820 SOUTH THREE NOTCH STREET, SUITE C""",,"""ANDALUSIA""","""AL""","""36420""","""Covington""","""(334) 427-4000""",,"""unknown""","""{cms-hospice}"""
157,"""11598""","""KARE-IN-HOME HOSPICE OF MOBILE, LLC""","""23 SHELL ROAD""",,"""SARALAND""","""AL""","""36571""","""Mobile""","""(251) 246-2727""",,"""unknown""","""{cms-hospice}"""
158,"""11600""","""ENCOMPASS HEALTH HOSPICE - PRATTVILLE""","""1307 HWY 80 WEST""",,"""DEMOPOLIS""","""AL""","""36732""","""Marengo""","""(334) 289-1007""",,"""unknown""","""{cms-hospice}"""
159,"""11602""","""KINDRED HOSPICE - PHENIX CITY""","""3615 SOUTH RAILROAD STREET, SUITE 3""",,"""PHENIX CITY""","""AL""","""36867""","""Russell""","""(334) 298-8898""",,"""unknown""","""{cms-hospice}"""
160,"""11603""","""DAYSPRING HOSPICE, LLC""","""1275 JAMES DR. ST. A""",,"""ENTERPRISE""","""AL""","""36331""","""Coffee""","""(334) 347-2999""",,"""unknown""","""{cms-hospice}"""
161,"""11604""","""LEGACY HOSPICE OF THE EAST, LLC""","""5628 BARRYTOWN ROAD, SUITE 1""",,"""GILBERTOWN""","""AL""","""36908""","""Choctaw""","""(251) 843-5355""",,"""unknown""","""{cms-hospice}"""
162,"""11605""","""KINDRED HOSPICE-MOBILE""","""2800 DAUPHIN STREET, SUITE 103""",,"""MOBILE""","""AL""","""36606""","""Mobile""","""(251) 478-9900""",,"""unknown""","""{cms-hospice}"""
163,"""11607""","""COMFORT CARE HOSPICE OF PELHAM""","""245 CAHABA VALLEY PKWY, SUITE 110""",,"""PELHAM""","""AL""","""35124""","""Shelby""","""(205) 685-0421""",,"""unknown""","""{cms-hospice}"""
164,"""11608""","""FIVE POINTS HOSPICE""","""3275 OLD SYLACAUGA HWY""",,"""SYLACAUGA""","""AL""","""35150""","""Talladega""","""(256) 245-9212""",,"""unknown""","""{cms-hospice}"""
165,"""11612""","""COLUMBUS HOSPICE OF ALABAMA""","""1521 FIFTH AVENUE""",,"""PHENIX CITY""","""AL""","""36867""","""Russell""","""(334) 664-0075""",,"""unknown""","""{cms-hospice}"""
166,"""11617""","""COMFORT CARE HOSPICE OF PELL CITY""","""2048 MARTIN STREET S""",,"""PELL CITY""","""AL""","""35128""","""St. Clair""","""(205) 813-0290""",,"""unknown""","""{cms-hospice}"""
167,"""11619""","""COMPASSUS-MONTGOMERY""","""4253 WETUMPKA HIGHWAY""",,"""MONTGOMERY""","""AL""","""36110""","""Montgomery""","""(334) 517-6112""",,"""unknown""","""{cms-hospice}"""
168,"""11621""","""IVY CREEK HOSPICE""","""201 MARIARDEN ROAD""",,"""DADEVILLE""","""AL""","""36853""","""Tallapoosa""","""(256) 825-7821""",,"""unknown""","""{cms-hospice}"""
169,"""11622""","""HOSPICE OF NORTH ALABAMA, LLC""","""2905 WESTCORP BLVD,, STE 115, 116, 117""",,"""HUNTSVILLE""","""AL""","""35805""","""Madison""","""(256) 533-4300""",,"""unknown""","""{cms-hospice}"""
170,"""11623""","""AMEDISYS HOSPICE OF MONTGOMERY""","""8160 DECKER LANE""",,"""MONTGOMERY""","""AL""","""36117""","""Montgomery""","""(334) 395-7789""",,"""unknown""","""{cms-hospice}"""
171,"""11624""","""AFFINITY HOSPICE""","""216 AQUARIUS DRIVE #306""",,"""BIRMINGHAM""","""AL""","""35209""","""Jefferson""","""(205) 949-0400""",,"""unknown""","""{cms-hospice}"""
172,"""11626""","""ABC HOSPICE, INC""","""266 INDUSTRIAL DRIVE""",,"""RAINSVILLE""","""AL""","""35986""","""DeKalb""","""(866) 847-8660""",,"""unknown""","""{cms-hospice}"""
173,"""11628""","""COMMUNITY HOSPICE OF DALE MEDICAL CENTER""","""368 JAMES STREET""",,"""OZARK""","""AL""","""36360""","""Dale""","""(334) 774-1380""",,"""unknown""","""{cms-hospice}"""
174,"""11629""","""ADORATION HOSPICE BIRMINGHAM""","""1000 SOUTHLAKE PARK, SUITE 100""",,"""BIRMINGHAM""","""AL""","""35244""","""Jefferson""","""(205) 682-9996""",,"""unknown""","""{cms-hospice}"""
175,"""11632""","""ALABAMA HOSPICE OF THE SHOALS""","""1404 EAST AVALON AVENUE, SUITE C""",,"""TUSCUMBIA""","""AL""","""35674""","""Colbert""","""(256) 314-1204""",,"""unknown""","""{cms-hospice}"""
176,"""11634""","""HEARTLITE HOSPICE""","""111 EAST LAUREL STREET""",,"""SCOTTSBORO""","""AL""","""35768""","""Jackson""","""(256) 259-1754""",,"""unknown""","""{cms-hospice}"""
177,"""11635""","""COMFORT CARE HOSPICE OF SCOTTSBORO""","""23730 JOHN T REID PKWY, SUITE A""",,"""SCOTTSBORO""","""AL""","""35768""","""Jackson""","""(256) 259-0906""",,"""unknown""","""{cms-hospice}"""
178,"""11636""","""COMPASSUS-TROY""","""1340 HIGHWAY 231 S, STE 7""",,"""TROY""","""AL""","""36081""","""Pike""","""(334) 566-4357""",,"""unknown""","""{cms-hospice}"""
179,"""11638""","""EXPECT CARE HOSPICE""","""1220 20TH STREET SOUTH""",,"""BIRMINGHAM""","""AL""","""35205""","""Jefferson""","""(205) 444-0126""",,"""unknown""","""{cms-hospice}"""
180,"""11640""","""COMFORT CARE HOSPICE OF MONROEVILLE""","""29 PINEVILLE ROAD""",,"""MONROEVILLE""","""AL""","""36460""","""Monroe""","""(251) 227-8880""",,"""unknown""","""{cms-hospice}"""
181,"""11642""","""SPRINGHILL HOME HEALTH AND HOSPICE""","""10 MOBILE STREET""",,"""MOBILE""","""AL""","""36607""","""Mobile""","""(251) 725-1268""",,"""unknown""","""{cms-hospice}"""
182,"""11643""","""COMFORT CARE  HOSPICE OF CULLMAN""","""1910 CHEROKEE AVENUE, SW""",,"""CULLMAN""","""AL""","""35055""","""Cullman""","""(256) 739-4409""",,"""unknown""","""{cms-hospice}"""
183,"""11654""","""COMFORT CARE HOSPICE OF DECATUR""","""2424 DANVILLE ROAD, SUITE M""",,"""DECATUR""","""AL""","""35603""","""Morgan""","""(256) 905-0280""",,"""unknown""","""{cms-hospice}"""
184,"""11655""","""SOUTHERNCARE GREENVILLE""","""501 E COMMERCE STREET""",,"""GREENVILLE""","""AL""","""36037""","""Butler""","""(334) 382-1406""",,"""unknown""","""{cms-hospice}"""
185,"""11656""","""FIRST CHOICE HOSPICE""","""966 NORTH CLAXTON AVENUE""",,"""ELBA""","""AL""","""36323""","""Coffee""","""(334) 897-0650""",,"""unknown""","""{cms-hospice}"""
186,"""11657""","""ALABAMA HOSPICE CARE OF BIRMINGHAM""","""5243 OLD SPRINGVILLE ROAD SUITE 101""",,"""PINSON""","""AL""","""35126""","""Jefferson""","""(205) 228-0600""",,"""unknown""","""{cms-hospice}"""
187,"""11660""","""OASIS HEALTHCARE - MOODY""","""3522 VANN RD, STE 104""",,"""BIRMINGHAM""","""AL""","""35235""","""Jefferson""","""(205) 640-3303""",,"""unknown""","""{cms-hospice}"""
188,"""11661""","""COOSA VALLEY HOSPICE""","""315 WEST HICKORY STREET""",,"""SYLACAUGA""","""AL""","""35150""","""Talladega""","""(256) 401-4545""",,"""unknown""","""{cms-hospice}"""
189,"""11662""","""ALABAMA HOSPICE CARE OF JASPER""","""1706 HWY 78 E""",,"""JASPER""","""AL""","""35501""","""Walker""","""(205) 385-0200""",,"""unknown""","""{cms-hospice}"""
190,"""11663""","""SOUTHEAST HOSPICE NETWORK""","""453 19TH STREET WEST""",,"""JASPER""","""AL""","""35501""","""Walker""","""(205) 387-2300""",,"""unknown""","""{cms-hospice}"""
191,"""11664""","""COMPASSUS HOSPICE AND PALLIATIVE CARE-BIRMINGHAM""","""1400 URBAN CENTER DRIVE, SUITE 100""",,"""VESTAVIA HILLS""","""AL""","""35242""","""Jefferson""","""(205) 437-8655""",,"""unknown""","""{cms-hospice}"""
192,"""11668""","""COMFORT CARE HOSPICE OF GADSDEN""","""600 BROAD STREET, SUITE 301""",,"""GADSDEN""","""AL""","""35901""","""Etowah""","""(256) 413-9045""",,"""unknown""","""{cms-hospice}"""
193,"""11669""","""AMEDISYS HOSPICE OF FLORENCE""","""412 SOUTH COURT STREET, SUITE 302""",,"""FLORENCE""","""AL""","""35630""","""Lauderdale""","""(256) 760-7877""",,"""unknown""","""{cms-hospice}"""
194,"""11670""","""ENCOMPASS HEALTH HOSPICE - RAINBOW CITY""","""101 CHURCH STREET""",,"""RAINBOW CITY""","""AL""","""35906""","""Etowah""","""(256) 467-3568""",,"""unknown""","""{cms-hospice}"""
195,"""11671""","""ALABAMA HOSPICE CARE OF EAST ALABAMA""","""801 NOBLE STREET, SUITE 700""",,"""ANNISTON""","""AL""","""36201""","""Calhoun""","""(256) 831-2031""",,"""unknown""","""{cms-hospice}"""
196,"""11673""","""COMFORT CARE HOSPICE OF MONTGOMERY""","""315 SAINT LUKES DRIVE""",,"""MONTGOMERY""","""AL""","""36117""","""Montgomery""","""(334) 514-0244""",,"""unknown""","""{cms-hospice}"""
197,"""11674""","""KINDRED HOSPICE - HUNTSVILLE""","""5000 BRADFORD DRIVE NW, SUITE 3A""",,"""HUNTSVILLE""","""AL""","""35805""","""Madison""","""(256) 837-1290""",,"""unknown""","""{cms-hospice}"""
198,"""11675""","""KINDRED HOSPICE - HOOVER""","""2550 ACTON ROAD, SUITE 110""",,"""BIRMINGHAM""","""AL""","""35243""","""Jefferson""","""(205) 870-4340""",,"""unknown""","""{cms-hospice}"""
199,"""11676""","""GOOD SAMARITAN HOSPICE OF MADISON""","""540 HUGHES ROAD, SUITE 12""",,"""MADISON""","""AL""","""35758""","""Madison""","""(256) 772-8108""",,"""unknown""","""{cms-hospice}"""
200,"""11677""","""ALABAMA HOSPICE CARE OF TUSCALOOSA""","""971 FAIRFAX PARK, SUITE A""",,"""TUSCALOOSA""","""AL""","""35406""","""Tuscaloosa""","""(205) 633-3705""",,"""unknown""","""{cms-hospice}"""
201,"""11678""","""COMPASSUS-FLORENCE""","""507 EAST DR HICKS BOULEVARD""",,"""FLORENCE""","""AL""","""35634""","""Lauderdale""","""(256) 757-2414""",,"""unknown""","""{cms-hospice}"""
202,"""11680""","""FIRST CHOICE HOSPICE-OZARK""","""1864 ANDREWS AVENUE  SUITE A""",,"""OZARK""","""AL""","""36360""","""Dale""","""(334) 774-3113""",,"""unknown""","""{cms-hospice}"""
203,"""11681""","""FIRST CHOICE HOSPICE ANDALUSIA""","""1015 S THREE NOTCH ST""",,"""ANDALUSIA""","""AL""","""36420""","""Covington""","""(334) 897-0650""",,"""unknown""","""{cms-hospice}"""
204,"""11682""","""ENCOMPASS HEALTH HOSPICE - HUNTSVILLE""","""9668 MADISON BLVD, SUITE 335""",,"""MADISON""","""AL""","""35758""","""Madison""","""(256) 203-8508""",,"""unknown""","""{cms-hospice}"""
205,"""11684""","""ST JOSEPH HOSPICE OF SOUTH ALABAMA LLC""","""23 MIDTOWN PARK W, UNIT B""",,"""MOBILE""","""AL""","""36607""","""Mobile""","""(251) 675-7555""",,"""unknown""","""{cms-hospice}"""
206,"""11685""","""HOSPICE OF MONROE COUNTY""","""2016 SOUTH ALABAMA AVENUE""",,"""MONROEVILLE""","""AL""","""36460""","""Monroe""","""(251) 575-3111""",,"""unknown""","""{cms-hospice}"""
207,"""11686""","""PROHEALTH HOSPICE""","""1511-B RAINBOW DRIVE""",,"""GADSDEN""","""AL""","""35901""","""Etowah""","""(256) 494-8170""",,"""unknown""","""{cms-hospice}"""
208,"""13025""","""ENCOMPASS HEALTH LAKESHORE REHABILITATION HOSPITAL""","""3800 RIDGEWAY DRIVE""",,"""BIRMINGHAM""","""AL""","""35209""","""Jefferson""","""(205) 868-2000""",,"""private""","""{cms_rehab}"""
209,"""13028""","""ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY""","""4465 NARROW LANE RD""",,"""MONTGOMERY""","""AL""","""36116""","""Montgomery""","""(334) 284-7821""",,"""private""","""{cms_rehab}"""
210,"""13029""","""ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL""","""107 GOVERNORS DRIVE""",,"""HUNTSVILLE""","""AL""","""35801""","""Madison""","""(205) 535-2300""",,"""private""","""{cms_rehab}"""
211,"""13030""","""ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN""","""1736 EAST MAIN STREET""",,"""DOTHAN""","""AL""","""36301""","""Houston""","""(334) 712-6333""",,"""private""","""{cms_rehab}"""
212,"""13031""","""ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY""","""900 OAK MOUNTAIN COMMONS LANE""",,"""PELHAM""","""AL""","""35124""","""Shelby""","""(205) 216-7621""",,"""private""","""{cms_rehab}"""
213,"""13032""","""ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN""","""801 GOODYEAR AVE""",,"""GADSDEN""","""AL""","""35903""","""Etowah""","""(256) 439-5000""",,"""private""","""{cms_rehab}"""
214,"""13033""","""REGIONAL REHABILITATION HOSPITAL""","""3715 US HIGHWAY 431 NORTH""",,"""PHENIX CITY""","""AL""","""36867""","""Russell""","""(334) 732-2200""",,"""private""","""{cms_rehab}"""
215,"""01T011""","""ST. VINCENTS EAST REHABILITATION CENTER""","""50 MEDICAL PARK EAST DRIVE""",,"""BIRMINGHAM""","""AL""","""35235""","""Jefferson""","""(205) 838-3672""",,"""np_other""","""{cms_rehab}"""
216,"""01T029""","""EAMC- LANIER""","""2000 PEPPERELL PARKWAY.""",,"""OPELIKA""","""AL""","""36801""","""Lee""","""(502) 596-6346""",,"""state_county""","""{cms_rehab}"""
217,"""01T033""","""SPAIN REHABILITATION CENTER""","""SRC 223E""",,"""BIRMINGHAM""","""AL""","""35249""","""Jefferson""","""(205) 934-4940""",,"""state_county""","""{cms_rehab}"""
218,"""01T092""","""DCH REHABILITATION CENTER""","""809 UNIVERSITY BLVD, EAST""",,"""TUSCALOOSA""","""AL""","""35401""","""Tuscaloosa""","""(205) 333-4362""",,"""state_county""","""{cms_rehab}"""
219,"""01T100""","""THOMAS HOSPITAL""","""750 MORPHY AVENUE""",,"""FAIRHOPE""","""AL""","""36533""","""Baldwin""","""(251) 435-3417""",,"""np_other""","""{cms_rehab}"""
220,"""01T104""","""GRANDVIEW MEDICAL CENTER""","""3690 GRANDVIEW PARKWAY""",,"""BIRMINGHAM""","""AL""","""35243""","""Jefferson""","""(205) 971-4520""",,"""private""","""{cms_rehab}"""
221,"""01T113""","""MOBILE INFIRMARY""","""POB 2144""",,"""MOBILE""","""AL""","""36652""","""Mobile""","""(251) 435-3400""",,"""np_other""","""{cms_rehab}"""
222,"""01T114""","""MEDICAL WEST HOSPITAL AUTHORITY REHAB UNIT""","""995 9TH AVENUE SOUTHWEST""",,"""BESSEMER""","""AL""","""35022""","""Jefferson""","""(205) 481-7287""",,"""state_county""","""{cms_rehab}"""
223,"""01T139""","""AMI BROOKWOOD MEDICAL CENTER""","""2010 BROOKWOOD MEDICAL CTR. DR""",,"""HOMEWOOD""","""AL""","""35209""","""Jefferson""","""(205) 877-1600""",,"""private""","""{cms_rehab}"""
224,"""01T144""","""SPRINGHILL MEDICAL CENTER""","""3719 DAUPHIN STREET""",,"""MOBILE""","""AL""","""36608""","""Mobile""","""(502) 596-6346""",,"""private""","""{cms_rehab}"""
225,"""01T157""","""JW SOMMER REHABILITATION UNIT""","""201 AVALON AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""","""Colbert""","""(256) 386-1687""",,"""private""","""{cms_rehab}"""
226,"""01T175""","""EAMC - LANIER""","""4800 48TH STREET""",,"""VALLEY""","""AL""","""36854""","""Chambers""","""(334) 756-9180""",,"""state_county""","""{cms_rehab}"""
227,"""M0001""","""KUSTOM KINETICS""","""18 OLMSTED ST""",,"""BIRMINGHAM""","""AL""","""35242""",,"""(205) 380-0074""",,"""private""","""{suppliers}"""
228,"""M0002""","""DURATECH MEDICAL, INC.""","""3810 SULLIVAN ST""","""STE J-K""","""MADISON""","""AL""","""35758""",,"""(256) 288-0990""",,"""private""","""{suppliers}"""
229,"""M0003""","""MED SOUTH, INC.""","""1506 5TH AVE S""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(205) 322-5353""",,"""private""","""{suppliers}"""
230,"""M0004""","""MCCONAGHY HOME MEDICAL/GROVE HILL""","""179A S JACKSON ST""",,"""GROVE HILL""","""AL""","""36451""",,"""(251) 275-3964""",,"""private""","""{suppliers}"""
231,"""M0005""","""ST VINCENTS HOME MEDICAL SERVICES L""","""7067 VETERANS PKWY""","""STE 110""","""PELL CITY""","""AL""","""35125""",,"""(205) 338-5631""",,"""private""","""{suppliers}"""
232,"""M0006""","""MEDICAL CENTERS HOME MEDICAL EQUIPM""","""2330 US HIGHWAY 431""",,"""BOAZ""","""AL""","""35957""",,"""(256) 593-7450""",,"""private""","""{suppliers}"""
233,"""M0007""","""DE MEDICAL LLC""","""4135 CARMICHAEL RD""","""STE 2""","""MONTGOMERY""","""AL""","""36106""",,"""(334) 356-4509""",,"""private""","""{suppliers}"""
234,"""M0008""","""MED SOUTH, INC.""","""400W MCFARLAND BLVD""","""STE G""","""NORTHPORT""","""AL""","""35476""",,"""(205) 339-8013""",,"""private""","""{suppliers}"""
235,"""M0009""","""JERNIGAN HEALTHCARE, INC""","""901 DECATUR HWY""",,"""FULTONDALE""","""AL""","""35068""",,"""(205) 631-1520""",,"""private""","""{suppliers}"""
236,"""M0010""","""WALMART PHARMACY 10-6879""","""2820 GILLESPIE ST""",,"""FAYETTEVILLE""","""AL""","""28306""",,"""(910) 364-0249""",,"""private""","""{suppliers}"""
237,"""M0011""","""MEDLINE INDUSTRIES, INC.""","""735 COUNTY ROAD 4 E""",,"""PRATTVILLE""","""AL""","""36067""",,"""(334) 361-6444""",,"""private""","""{suppliers}"""
238,"""M0012""","""ENGLISH PLAZA PHARMACY""","""1640 HIGHWAY 78 E""",,"""JASPER""","""AL""","""35501""",,"""(205) 221-3090""",,"""private""","""{suppliers}"""
239,"""M0013""","""ALLOLINK MEDICAL LLC""","""3415 INDEPENDENCE DR""","""STE 102""","""HOMEWOOD""","""AL""","""35209""",,"""(888) 810-2311""",,"""private""","""{suppliers}"""
240,"""M0014""","""WALGREENS #19058""","""4030 W MAIN ST""",,"""DOTHAN""","""AL""","""36305""",,"""(334) 792-2261""",,"""private""","""{suppliers}"""
241,"""M0015""","""NARE HOME MEDICAL EQUIPMENT""","""2701 6TH AVE SOUTH""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(205) 226-8004""",,"""private""","""{suppliers}"""
242,"""M0016""","""CVS PHARMACY #04901""","""1715 WOODWARD AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 381-6145""",,"""private""","""{suppliers}"""
243,"""M0017""","""REHAB TECHNOLOGIES, LLC""","""3315 MEMORIAL PARKWAY SW""","""BUILDING 400 SUITE 2""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 532-4007""",,"""private""","""{suppliers}"""
244,"""M0018""","""WALGREENS #6431""","""3997 UNIVERSITY DR NW""",,"""HUNTSVILLE""","""AL""","""35816""",,"""(256) 534-2785""",,"""private""","""{suppliers}"""
245,"""M0019""","""WALMART PHARMACY 10-6878""","""14595 HIGHWAY 231 431 N""",,"""HAZEL GREEN""","""AL""","""35750""",,"""(256) 828-0029""",,"""private""","""{suppliers}"""
246,"""M0020""","""WALGREENS #10947""","""2015 PEPPERELL PKWY""",,"""OPELIKA""","""AL""","""36801""",,"""(334) 749-3073""",,"""private""","""{suppliers}"""
247,"""M0021""","""UNION SPRINGS PHARMACY INC""","""204 PRAIRIE ST N""",,"""UNION SPRINGS""","""AL""","""36089""",,"""(334) 738-2320""",,"""private""","""{suppliers}"""
248,"""M0022""","""PONDER PHARMACY, INC""","""29812 AL HIGHWAY 71""",,"""BRYANT""","""AL""","""35958""",,"""(256) 597-4020""",,"""private""","""{suppliers}"""
249,"""M0023""","""TACTILE SYSTEMS TECHNOLOGY INC""","""3535 GRANDVIEW PKWY""","""STE 250""","""BIRMINGHAM""","""AL""","""35243""",,"""(205) 259-6600""",,"""private""","""{suppliers}"""
250,"""M0024""","""ALABASTER OPTICAL INC""","""300 1ST ST N""",,"""ALABASTER""","""AL""","""35007""",,"""(205) 663-2177""",,"""private""","""{suppliers}"""
251,"""M0025""","""WALGREENS # 10523""","""1613 GLENN BLVD SW""",,"""FORT PAYNE""","""AL""","""35968""",,"""(256) 845-0128""",,"""private""","""{suppliers}"""
252,"""M0026""","""WALGREENS #10850""","""11399 MEMORIAL PKWY SE""",,"""HUNTSVILLE""","""AL""","""35803""",,"""(256) 885-2212""",,"""private""","""{suppliers}"""
